Product Type,Product Name,Texture,Color,Width,Length,Thickness,Exposure,HardieZone,SKU,URL,Warranty Substrate,Warranty Finish,Fire Rating,Review Count,Rating
HardieTrim Board,"HardieTrim 5/4 9-1/4"" Smooth in Monterey Taupe",Smooth,Monterey Taupe,9-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1SM-MON-91/4,/products/james-hardie/hardietrim/5/4-smooth/9-1/4/monterey-taupe,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 9-1/4"" Smooth in Khaki Brown",Smooth,Khaki Brown,9-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1SM-KHA-91/4,/products/james-hardie/hardietrim/5/4-smooth/9-1/4/khaki-brown,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 9-1/4"" Smooth in Timber Bark",Smooth,Timber Bark,9-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1SM-TIM-91/4,/products/james-hardie/hardietrim/5/4-smooth/9-1/4/timber-bark,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 9-1/4"" Smooth in Pearl Gray",Smooth,Pearl Gray,9-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1SM-PEA-91/4,/products/james-hardie/hardietrim/5/4-smooth/9-1/4/pearl-gray,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 9-1/4"" Smooth in Light Mist",Smooth,Light Mist,9-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1SM-LIG-91/4,/products/james-hardie/hardietrim/5/4-smooth/9-1/4/light-mist,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 9-1/4"" Smooth in Gray Slate",Smooth,Gray Slate,9-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1SM-GRA-91/4,/products/james-hardie/hardietrim/5/4-smooth/9-1/4/gray-slate,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 9-1/4"" Smooth in Night Gray",Smooth,Night Gray,9-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1SM-NIG-91/4,/products/james-hardie/hardietrim/5/4-smooth/9-1/4/night-gray,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 9-1/4"" Smooth in Boothbay Blue",Smooth,Boothbay Blue,9-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1SM-BOO-91/4,/products/james-hardie/hardietrim/5/4-smooth/9-1/4/boothbay-blue,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 9-1/4"" Smooth in Evening Blue",Smooth,Evening Blue,9-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1SM-EVE-91/4,/products/james-hardie/hardietrim/5/4-smooth/9-1/4/evening-blue,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 9-1/4"" Smooth in Aged Pewter",Smooth,Aged Pewter,9-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1SM-AGE-91/4,/products/james-hardie/hardietrim/5/4-smooth/9-1/4/aged-pewter,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 9-1/4"" Smooth in Iron Gray",Smooth,Iron Gray,9-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1SM-IRO-91/4,/products/james-hardie/hardietrim/5/4-smooth/9-1/4/iron-gray,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 9-1/4"" Smooth in Mountain Sage",Smooth,Mountain Sage,9-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1SM-MOU-91/4,/products/james-hardie/hardietrim/5/4-smooth/9-1/4/mountain-sage,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 9-1/4"" Rustic Grain in Arctic White",Rustic Grain,Arctic White,9-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1RU-ARC-91/4,/products/james-hardie/hardietrim/5/4-rustic-grain/9-1/4/arctic-white,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 9-1/4"" Rustic Grain in Cobble Stone",Rustic Grain,Cobble Stone,9-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1RU-COB-91/4,/products/james-hardie/hardietrim/5/4-rustic-grain/9-1/4/cobble-stone,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 9-1/4"" Rustic Grain in Navajo Beige",Rustic Grain,Navajo Beige,9-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1RU-NAV-91/4,/products/james-hardie/hardietrim/5/4-rustic-grain/9-1/4/navajo-beige,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 9-1/4"" Rustic Grain in Monterey Taupe",Rustic Grain,Monterey Taupe,9-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1RU-MON-91/4,/products/james-hardie/hardietrim/5/4-rustic-grain/9-1/4/monterey-taupe,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 9-1/4"" Rustic Grain in Khaki Brown",Rustic Grain,Khaki Brown,9-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1RU-KHA-91/4,/products/james-hardie/hardietrim/5/4-rustic-grain/9-1/4/khaki-brown,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 9-1/4"" Rustic Grain in Timber Bark",Rustic Grain,Timber Bark,9-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1RU-TIM-91/4,/products/james-hardie/hardietrim/5/4-rustic-grain/9-1/4/timber-bark,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 9-1/4"" Rustic Grain in Pearl Gray",Rustic Grain,Pearl Gray,9-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1RU-PEA-91/4,/products/james-hardie/hardietrim/5/4-rustic-grain/9-1/4/pearl-gray,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 9-1/4"" Rustic Grain in Light Mist",Rustic Grain,Light Mist,9-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1RU-LIG-91/4,/products/james-hardie/hardietrim/5/4-rustic-grain/9-1/4/light-mist,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 9-1/4"" Rustic Grain in Gray Slate",Rustic Grain,Gray Slate,9-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1RU-GRA-91/4,/products/james-hardie/hardietrim/5/4-rustic-grain/9-1/4/gray-slate,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 9-1/4"" Rustic Grain in Night Gray",Rustic Grain,Night Gray,9-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1RU-NIG-91/4,/products/james-hardie/hardietrim/5/4-rustic-grain/9-1/4/night-gray,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 9-1/4"" Rustic Grain in Boothbay Blue",Rustic Grain,Boothbay Blue,9-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1RU-BOO-91/4,/products/james-hardie/hardietrim/5/4-rustic-grain/9-1/4/boothbay-blue,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 9-1/4"" Rustic Grain in Evening Blue",Rustic Grain,Evening Blue,9-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1RU-EVE-91/4,/products/james-hardie/hardietrim/5/4-rustic-grain/9-1/4/evening-blue,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 9-1/4"" Rustic Grain in Aged Pewter",Rustic Grain,Aged Pewter,9-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1RU-AGE-91/4,/products/james-hardie/hardietrim/5/4-rustic-grain/9-1/4/aged-pewter,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 9-1/4"" Rustic Grain in Iron Gray",Rustic Grain,Iron Gray,9-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1RU-IRO-91/4,/products/james-hardie/hardietrim/5/4-rustic-grain/9-1/4/iron-gray,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 9-1/4"" Rustic Grain in Mountain Sage",Rustic Grain,Mountain Sage,9-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1RU-MOU-91/4,/products/james-hardie/hardietrim/5/4-rustic-grain/9-1/4/mountain-sage,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 11-1/4"" Smooth in Arctic White",Smooth,Arctic White,11-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1SM-ARC-111/4,/products/james-hardie/hardietrim/5/4-smooth/11-1/4/arctic-white,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 11-1/4"" Smooth in Cobble Stone",Smooth,Cobble Stone,11-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1SM-COB-111/4,/products/james-hardie/hardietrim/5/4-smooth/11-1/4/cobble-stone,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 11-1/4"" Smooth in Navajo Beige",Smooth,Navajo Beige,11-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1SM-NAV-111/4,/products/james-hardie/hardietrim/5/4-smooth/11-1/4/navajo-beige,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 11-1/4"" Smooth in Monterey Taupe",Smooth,Monterey Taupe,11-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1SM-MON-111/4,/products/james-hardie/hardietrim/5/4-smooth/11-1/4/monterey-taupe,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 11-1/4"" Smooth in Khaki Brown",Smooth,Khaki Brown,11-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1SM-KHA-111/4,/products/james-hardie/hardietrim/5/4-smooth/11-1/4/khaki-brown,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 11-1/4"" Smooth in Timber Bark",Smooth,Timber Bark,11-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1SM-TIM-111/4,/products/james-hardie/hardietrim/5/4-smooth/11-1/4/timber-bark,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 11-1/4"" Smooth in Pearl Gray",Smooth,Pearl Gray,11-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1SM-PEA-111/4,/products/james-hardie/hardietrim/5/4-smooth/11-1/4/pearl-gray,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 11-1/4"" Smooth in Light Mist",Smooth,Light Mist,11-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1SM-LIG-111/4,/products/james-hardie/hardietrim/5/4-smooth/11-1/4/light-mist,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 11-1/4"" Smooth in Gray Slate",Smooth,Gray Slate,11-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1SM-GRA-111/4,/products/james-hardie/hardietrim/5/4-smooth/11-1/4/gray-slate,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 11-1/4"" Smooth in Night Gray",Smooth,Night Gray,11-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1SM-NIG-111/4,/products/james-hardie/hardietrim/5/4-smooth/11-1/4/night-gray,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 11-1/4"" Smooth in Boothbay Blue",Smooth,Boothbay Blue,11-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1SM-BOO-111/4,/products/james-hardie/hardietrim/5/4-smooth/11-1/4/boothbay-blue,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 11-1/4"" Smooth in Evening Blue",Smooth,Evening Blue,11-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1SM-EVE-111/4,/products/james-hardie/hardietrim/5/4-smooth/11-1/4/evening-blue,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 11-1/4"" Smooth in Aged Pewter",Smooth,Aged Pewter,11-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1SM-AGE-111/4,/products/james-hardie/hardietrim/5/4-smooth/11-1/4/aged-pewter,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 11-1/4"" Smooth in Iron Gray",Smooth,Iron Gray,11-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1SM-IRO-111/4,/products/james-hardie/hardietrim/5/4-smooth/11-1/4/iron-gray,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 11-1/4"" Smooth in Mountain Sage",Smooth,Mountain Sage,11-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1SM-MOU-111/4,/products/james-hardie/hardietrim/5/4-smooth/11-1/4/mountain-sage,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 11-1/4"" Rustic Grain in Arctic White",Rustic Grain,Arctic White,11-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1RU-ARC-111/4,/products/james-hardie/hardietrim/5/4-rustic-grain/11-1/4/arctic-white,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 11-1/4"" Rustic Grain in Cobble Stone",Rustic Grain,Cobble Stone,11-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1RU-COB-111/4,/products/james-hardie/hardietrim/5/4-rustic-grain/11-1/4/cobble-stone,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 11-1/4"" Rustic Grain in Navajo Beige",Rustic Grain,Navajo Beige,11-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1RU-NAV-111/4,/products/james-hardie/hardietrim/5/4-rustic-grain/11-1/4/navajo-beige,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 11-1/4"" Rustic Grain in Monterey Taupe",Rustic Grain,Monterey Taupe,11-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1RU-MON-111/4,/products/james-hardie/hardietrim/5/4-rustic-grain/11-1/4/monterey-taupe,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 11-1/4"" Rustic Grain in Khaki Brown",Rustic Grain,Khaki Brown,11-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1RU-KHA-111/4,/products/james-hardie/hardietrim/5/4-rustic-grain/11-1/4/khaki-brown,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 11-1/4"" Rustic Grain in Timber Bark",Rustic Grain,Timber Bark,11-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1RU-TIM-111/4,/products/james-hardie/hardietrim/5/4-rustic-grain/11-1/4/timber-bark,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 11-1/4"" Rustic Grain in Pearl Gray",Rustic Grain,Pearl Gray,11-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1RU-PEA-111/4,/products/james-hardie/hardietrim/5/4-rustic-grain/11-1/4/pearl-gray,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 11-1/4"" Rustic Grain in Light Mist",Rustic Grain,Light Mist,11-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1RU-LIG-111/4,/products/james-hardie/hardietrim/5/4-rustic-grain/11-1/4/light-mist,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 11-1/4"" Rustic Grain in Gray Slate",Rustic Grain,Gray Slate,11-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1RU-GRA-111/4,/products/james-hardie/hardietrim/5/4-rustic-grain/11-1/4/gray-slate,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 11-1/4"" Rustic Grain in Night Gray",Rustic Grain,Night Gray,11-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1RU-NIG-111/4,/products/james-hardie/hardietrim/5/4-rustic-grain/11-1/4/night-gray,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 11-1/4"" Rustic Grain in Boothbay Blue",Rustic Grain,Boothbay Blue,11-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1RU-BOO-111/4,/products/james-hardie/hardietrim/5/4-rustic-grain/11-1/4/boothbay-blue,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 11-1/4"" Rustic Grain in Evening Blue",Rustic Grain,Evening Blue,11-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1RU-EVE-111/4,/products/james-hardie/hardietrim/5/4-rustic-grain/11-1/4/evening-blue,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 11-1/4"" Rustic Grain in Aged Pewter",Rustic Grain,Aged Pewter,11-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1RU-AGE-111/4,/products/james-hardie/hardietrim/5/4-rustic-grain/11-1/4/aged-pewter,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 11-1/4"" Rustic Grain in Iron Gray",Rustic Grain,Iron Gray,11-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1RU-IRO-111/4,/products/james-hardie/hardietrim/5/4-rustic-grain/11-1/4/iron-gray,15 years,15 years,Class A,150,4.8
HardieTrim Board,"HardieTrim 5/4 11-1/4"" Rustic Grain in Mountain Sage",Rustic Grain,Mountain Sage,11-1/4,"144""","1.0""",Trim,HZ5,JH-HARD-1RU-MOU-111/4,/products/james-hardie/hardietrim/5/4-rustic-grain/11-1/4/mountain-sage,15 years,15 years,Class A,150,4.8
HardieTrim Batten Board,"HardieTrim Batten 2-1/2 × 12"" Smooth in Arctic White",Smooth,Arctic White,"2.5""","12""","0.75""",Batten,HZ5,JH-BATT-SMO-ARC-,/products/james-hardie/batten/smooth/arctic-white,15 years,15 years,Class A,150,4.8
HardieTrim Batten Board,"HardieTrim Batten 2-1/2 × 12"" Smooth in Cobble Stone",Smooth,Cobble Stone,"2.5""","12""","0.75""",Batten,HZ5,JH-BATT-SMO-COB-,/products/james-hardie/batten/smooth/cobble-stone,15 years,15 years,Class A,150,4.8
HardieTrim Batten Board,"HardieTrim Batten 2-1/2 × 12"" Smooth in Navajo Beige",Smooth,Navajo Beige,"2.5""","12""","0.75""",Batten,HZ5,JH-BATT-SMO-NAV-,/products/james-hardie/batten/smooth/navajo-beige,15 years,15 years,Class A,150,4.8
HardieTrim Batten Board,"HardieTrim Batten 2-1/2 × 12"" Smooth in Monterey Taupe",Smooth,Monterey Taupe,"2.5""","12""","0.75""",Batten,HZ5,JH-BATT-SMO-MON-,/products/james-hardie/batten/smooth/monterey-taupe,15 years,15 years,Class A,150,4.8
HardieTrim Batten Board,"HardieTrim Batten 2-1/2 × 12"" Smooth in Khaki Brown",Smooth,Khaki Brown,"2.5""","12""","0.75""",Batten,HZ5,JH-BATT-SMO-KHA-,/products/james-hardie/batten/smooth/khaki-brown,15 years,15 years,Class A,150,4.8
HardieTrim Batten Board,"HardieTrim Batten 2-1/2 × 12"" Smooth in Timber Bark",Smooth,Timber Bark,"2.5""","12""","0.75""",Batten,HZ5,JH-BATT-SMO-TIM-,/products/james-hardie/batten/smooth/timber-bark,15 years,15 years,Class A,150,4.8
HardieTrim Batten Board,"HardieTrim Batten 2-1/2 × 12"" Smooth in Pearl Gray",Smooth,Pearl Gray,"2.5""","12""","0.75""",Batten,HZ5,JH-BATT-SMO-PEA-,/products/james-hardie/batten/smooth/pearl-gray,15 years,15 years,Class A,150,4.8
HardieTrim Batten Board,"HardieTrim Batten 2-1/2 × 12"" Smooth in Light Mist",Smooth,Light Mist,"2.5""","12""","0.75""",Batten,HZ5,JH-BATT-SMO-LIG-,/products/james-hardie/batten/smooth/light-mist,15 years,15 years,Class A,150,4.8
HardieTrim Batten Board,"HardieTrim Batten 2-1/2 × 12"" Smooth in Gray Slate",Smooth,Gray Slate,"2.5""","12""","0.75""",Batten,HZ5,JH-BATT-SMO-GRA-,/products/james-hardie/batten/smooth/gray-slate,15 years,15 years,Class A,150,4.8
HardieTrim Batten Board,"HardieTrim Batten 2-1/2 × 12"" Smooth in Night Gray",Smooth,Night Gray,"2.5""","12""","0.75""",Batten,HZ5,JH-BATT-SMO-NIG-,/products/james-hardie/batten/smooth/night-gray,15 years,15 years,Class A,150,4.8
HardieTrim Batten Board,"HardieTrim Batten 2-1/2 × 12"" Smooth in Boothbay Blue",Smooth,Boothbay Blue,"2.5""","12""","0.75""",Batten,HZ5,JH-BATT-SMO-BOO-,/products/james-hardie/batten/smooth/boothbay-blue,15 years,15 years,Class A,150,4.8
HardieTrim Batten Board,"HardieTrim Batten 2-1/2 × 12"" Smooth in Evening Blue",Smooth,Evening Blue,"2.5""","12""","0.75""",Batten,HZ5,JH-BATT-SMO-EVE-,/products/james-hardie/batten/smooth/evening-blue,15 years,15 years,Class A,150,4.8
HardieTrim Batten Board,"HardieTrim Batten 2-1/2 × 12"" Smooth in Aged Pewter",Smooth,Aged Pewter,"2.5""","12""","0.75""",Batten,HZ5,JH-BATT-SMO-AGE-,/products/james-hardie/batten/smooth/aged-pewter,15 years,15 years,Class A,150,4.8
HardieTrim Batten Board,"HardieTrim Batten 2-1/2 × 12"" Smooth in Iron Gray",Smooth,Iron Gray,"2.5""","12""","0.75""",Batten,HZ5,JH-BATT-SMO-IRO-,/products/james-hardie/batten/smooth/iron-gray,15 years,15 years,Class A,150,4.8
HardieTrim Batten Board,"HardieTrim Batten 2-1/2 × 12"" Smooth in Mountain Sage",Smooth,Mountain Sage,"2.5""","12""","0.75""",Batten,HZ5,JH-BATT-SMO-MOU-,/products/james-hardie/batten/smooth/mountain-sage,15 years,15 years,Class A,150,4.8
HardieTrim Batten Board,"HardieTrim Batten 2-1/2 × 12"" Rustic Grain in Arctic White",Rustic Grain,Arctic White,"2.5""","12""","0.75""",Batten,HZ5,JH-BATT-RUS-ARC-,/products/james-hardie/batten/rustic-grain/arctic-white,15 years,15 years,Class A,150,4.8
HardieTrim Batten Board,"HardieTrim Batten 2-1/2 × 12"" Rustic Grain in Cobble Stone",Rustic Grain,Cobble Stone,"2.5""","12""","0.75""",Batten,HZ5,JH-BATT-RUS-COB-,/products/james-hardie/batten/rustic-grain/cobble-stone,15 years,15 years,Class A,150,4.8
HardieTrim Batten Board,"HardieTrim Batten 2-1/2 × 12"" Rustic Grain in Navajo Beige",Rustic Grain,Navajo Beige,"2.5""","12""","0.75""",Batten,HZ5,JH-BATT-RUS-NAV-,/products/james-hardie/batten/rustic-grain/navajo-beige,15 years,15 years,Class A,150,4.8
HardieTrim Batten Board,"HardieTrim Batten 2-1/2 × 12"" Rustic Grain in Monterey Taupe",Rustic Grain,Monterey Taupe,"2.5""","12""","0.75""",Batten,HZ5,JH-BATT-RUS-MON-,/products/james-hardie/batten/rustic-grain/monterey-taupe,15 years,15 years,Class A,150,4.8
HardieTrim Batten Board,"HardieTrim Batten 2-1/2 × 12"" Rustic Grain in Khaki Brown",Rustic Grain,Khaki Brown,"2.5""","12""","0.75""",Batten,HZ5,JH-BATT-RUS-KHA-,/products/james-hardie/batten/rustic-grain/khaki-brown,15 years,15 years,Class A,150,4.8
HardieTrim Batten Board,"HardieTrim Batten 2-1/2 × 12"" Rustic Grain in Timber Bark",Rustic Grain,Timber Bark,"2.5""","12""","0.75""",Batten,HZ5,JH-BATT-RUS-TIM-,/products/james-hardie/batten/rustic-grain/timber-bark,15 years,15 years,Class A,150,4.8
HardieTrim Batten Board,"HardieTrim Batten 2-1/2 × 12"" Rustic Grain in Pearl Gray",Rustic Grain,Pearl Gray,"2.5""","12""","0.75""",Batten,HZ5,JH-BATT-RUS-PEA-,/products/james-hardie/batten/rustic-grain/pearl-gray,15 years,15 years,Class A,150,4.8
HardieTrim Batten Board,"HardieTrim Batten 2-1/2 × 12"" Rustic Grain in Light Mist",Rustic Grain,Light Mist,"2.5""","12""","0.75""",Batten,HZ5,JH-BATT-RUS-LIG-,/products/james-hardie/batten/rustic-grain/light-mist,15 years,15 years,Class A,150,4.8
HardieTrim Batten Board,"HardieTrim Batten 2-1/2 × 12"" Rustic Grain in Gray Slate",Rustic Grain,Gray Slate,"2.5""","12""","0.75""",Batten,HZ5,JH-BATT-RUS-GRA-,/products/james-hardie/batten/rustic-grain/gray-slate,15 years,15 years,Class A,150,4.8
HardieTrim Batten Board,"HardieTrim Batten 2-1/2 × 12"" Rustic Grain in Night Gray",Rustic Grain,Night Gray,"2.5""","12""","0.75""",Batten,HZ5,JH-BATT-RUS-NIG-,/products/james-hardie/batten/rustic-grain/night-gray,15 years,15 years,Class A,150,4.8
HardieTrim Batten Board,"HardieTrim Batten 2-1/2 × 12"" Rustic Grain in Boothbay Blue",Rustic Grain,Boothbay Blue,"2.5""","12""","0.75""",Batten,HZ5,JH-BATT-RUS-BOO-,/products/james-hardie/batten/rustic-grain/boothbay-blue,15 years,15 years,Class A,150,4.8
HardieTrim Batten Board,"HardieTrim Batten 2-1/2 × 12"" Rustic Grain in Evening Blue",Rustic Grain,Evening Blue,"2.5""","12""","0.75""",Batten,HZ5,JH-BATT-RUS-EVE-,/products/james-hardie/batten/rustic-grain/evening-blue,15 years,15 years,Class A,150,4.8
HardieTrim Batten Board,"HardieTrim Batten 2-1/2 × 12"" Rustic Grain in Aged Pewter",Rustic Grain,Aged Pewter,"2.5""","12""","0.75""",Batten,HZ5,JH-BATT-RUS-AGE-,/products/james-hardie/batten/rustic-grain/aged-pewter,15 years,15 years,Class A,150,4.8
HardieTrim Batten Board,"HardieTrim Batten 2-1/2 × 12"" Rustic Grain in Iron Gray",Rustic Grain,Iron Gray,"2.5""","12""","0.75""",Batten,HZ5,JH-BATT-RUS-IRO-,/products/james-hardie/batten/rustic-grain/iron-gray,15 years,15 years,Class A,150,4.8
HardieTrim Batten Board,"HardieTrim Batten 2-1/2 × 12"" Rustic Grain in Mountain Sage",Rustic Grain,Mountain Sage,"2.5""","12""","0.75""",Batten,HZ5,JH-BATT-RUS-MOU-,/products/james-hardie/batten/rustic-grain/mountain-sage,15 years,15 years,Class A,150,4.8
HardieSoffit Panel,HardieSoffit Cedarmill in Arctic White,Cedarmill,Arctic White,"12.0""",Varies,"0.375""",Soffit,HZ5,JH-SOFF-SOF-ARC-,/products/james-hardie/soffit/cedarmill/arctic-white,30 years,15 years,Class A,140,4.8
HardieSoffit Panel,HardieSoffit Cedarmill in Cobble Stone,Cedarmill,Cobble Stone,"12.0""",Varies,"0.375""",Soffit,HZ5,JH-SOFF-SOF-COB-,/products/james-hardie/soffit/cedarmill/cobble-stone,30 years,15 years,Class A,140,4.8
HardieSoffit Panel,HardieSoffit Cedarmill in Navajo Beige,Cedarmill,Navajo Beige,"12.0""",Varies,"0.375""",Soffit,HZ5,JH-SOFF-SOF-NAV-,/products/james-hardie/soffit/cedarmill/navajo-beige,30 years,15 years,Class A,140,4.8
HardieSoffit Panel,HardieSoffit Cedarmill in Monterey Taupe,Cedarmill,Monterey Taupe,"12.0""",Varies,"0.375""",Soffit,HZ5,JH-SOFF-SOF-MON-,/products/james-hardie/soffit/cedarmill/monterey-taupe,30 years,15 years,Class A,140,4.8
HardieSoffit Panel,HardieSoffit Cedarmill in Khaki Brown,Cedarmill,Khaki Brown,"12.0""",Varies,"0.375""",Soffit,HZ5,JH-SOFF-SOF-KHA-,/products/james-hardie/soffit/cedarmill/khaki-brown,30 years,15 years,Class A,140,4.8
HardieSoffit Panel,HardieSoffit Cedarmill in Timber Bark,Cedarmill,Timber Bark,"12.0""",Varies,"0.375""",Soffit,HZ5,JH-SOFF-SOF-TIM-,/products/james-hardie/soffit/cedarmill/timber-bark,30 years,15 years,Class A,140,4.8
